project_id,owner_id,user_id,Time_Create,Time_Meb0,Time_Meb1,Time_Cmt0,Time_Cmt1,project_language,Tech_lang,Project_Member,Project_Commit_Count,Project_Size,Open_Issues_Count,Forks,Watchers,Network_Count,Stargazers_Count,has_star_developer,Successful_Onboarding
10307341,1918667,1164860,120,0,0,5615,2144853,Ruby,4,15,264,273,3,3,20,17,23,1,1
13160231,1600,1315090,120,0,0,0,2296282,Java,1,188,81,809,15,15,97,481,433,1,0
9733784,985543,6468,120,0,0,0,2990196,JavaScript,2,8,74,116,7,7,5,5,19,1,0
9907785,1547219,974,59,0,0,11573,2995419,JavaScript,23,27,457,639,18,18,13,280,32,1,1
12866085,2241643,158178,120,0,0,0,2243049,JavaScript,1,7,77,,,,,,,1,0
13030389,5933844,5425159,54,5,1586541,12,2099638,Java,1,12,330,4084,17,17,5,5,9,1,1
13032188,2459724,718260,120,0,0,0,3108048,Python,1,11,14,,,,,,,1,0
13103537,470889,309582,59,0,2126445,1,2158353,PHP,3,25,480,393,29,29,15,42,68,1,0
13108630,556404,181429,119,0,0,225,3833268,Ruby,1,17,16,190,1,1,2,12,30,1,1
10098960,122957,279938,120,0,0,0,4099129,JavaScript,2,80,28,541,0,0,2,11,102,1,1
10216193,4277854,4277858,120,0,1190806,0,2526649,Python,17,8,121,5989,0,0,36,10,21,1,0
10234753,2234193,617627,119,0,1514959,6802580,2118597,C,2,55,5787,58606,0,0,7,7,38,1,1
10248042,1880,14692,59,0,0,550289,4093036,JavaScript,3,6,37,,,,,,,1,1
13139035,2646674,2661914,120,0,0,630903,2098919,Java,1,14,1057,198001,74,74,114,165,30,1,0
9774992,3341456,413016,119,0,0,0,3356987,JavaScript,1,7,81,430,1,1,0,10,7,1,0
9847248,548779,139491,120,0,0,0,3751913,Java,1,34,2144,338968,9,9,1319,778,81,1,1
9928776,210919,36335,60,0,0,3,5452413,Ruby,1,19,192,273,0,0,5,13,14,1,0
12994956,2646074,37664,120,0,0,40567,2097564,JavaScript,4,8,5721,363927,31,31,11,17,14,1,1
12995405,2659713,168840,119,0,1142188,0,3065356,PHP,1,7,1305,8114,1,1,4,37,20,1,1
13098746,5970241,27456,120,0,0,3,2128964,JavaScript,1,12,117,403,1,1,0,3,33,1,0
13116907,29218,5833,59,0,0,3,2686109,JavaScript,20,73,56,722,2,2,5,16,92,1,1
9987780,25694,963512,120,0,0,1,2176552,JavaScript,18,184,265,349,7,7,6,2,119,1,0
9990941,4123393,757587,120,0,0,11661,2097220,C#,2,7,514,33289,10,10,54,252,44,1,0
10039226,29218,90460,59,0,0,29164,2095323,C++,2,61,42270,372286,294,294,1303,4116,304,1,0
10046202,4166434,1860711,120,0,0,3,2206304,JavaScript,1,7,5278,,,,,,,1,1
10136139,242449,418299,119,0,1530737,404,3123637,JavaScript,7,9,51,52,6,6,21,3,13,1,1
10152164,4245615,4245631,120,0,0,21084,2105560,C++,1,7,2576,,,,,,,1,0
10182077,206407,180730,59,0,0,59372,3815174,PHP,1,11,143,1519226,3,3,62,127,52,1,0
10194572,153150,568420,120,0,0,6694756,2102432,C++,1,9,274,11890,1,1,14,9,18,1,1
10244859,1535428,1158043,119,0,0,1,2095992,Ruby,1,11,168,268,3,3,43,1177,44,1,1
10316273,535162,443394,60,0,0,0,2110669,C#,1,91,399,1280,10,10,11,77,166,1,1
10339003,27058,103913,120,0,1351097,1577,2480744,JavaScript,1,6,818,,,,,,,1,1
10339993,418209,548682,120,0,0,16302,3473015,JavaScript,1,14,1188,3608,30,30,63,291,21,1,1
13139035,2646674,1740710,120,0,0,630903,2098919,Java,1,14,1057,198001,74,74,114,165,30,1,0
9749637,3985239,2398835,17108,0,0,4391612,2097280,C++,1,9,4438,81630,69,69,58,125,30,1,1
9755444,3925947,1075662,120,0,0,4,4126509,JavaScript,4,9,5,300,0,0,1,6,10,1,0
9765489,237811,924,120,0,0,1152,2569811,Python,3,7,36,37,1,1,3,27,25,1,1
9830237,983025,1005796,59,0,2323290,19,2894877,Python,1,9,38,,,,,,,1,1
9838177,2996021,2346067,60,0,0,0,3148134,Python,1,9,1016,19353,4,4,14,29,24,1,1
9844040,655648,2695797,59,0,704336,0,2212287,PHP,1,16,276,258,4,4,12,39,25,1,1
9867072,3461168,3942336,119,0,0,8,2098260,C#,23,85,692,539,0,0,68,151,49,1,1
9904145,3493190,106234,120,0,0,0,2655844,JavaScript,2,6,152,88909,4,4,16,135,22,1,1
9905266,5100,151262,120,0,0,101,2266890,Ruby,8,197,87,633,2,2,26,8,178,1,0
9917487,278146,2621476,119,0,1594106,368751,3935884,C++,1,99,335,80311,0,0,3,3,186,1,0
12966567,166853,166858,119,0,0,7,3177320,Python,1,8,26,17,0,0,4,3,40,1,0
13046847,142,3142,119,0,354371,14,2097032,Ruby,2,239,303,2922,3,3,58,104,196,1,0
13053192,1811706,1848951,59,0,0,0,2733881,JavaScript,1,17,664,,,,,,,1,1
13087664,238924,719976,59,0,0,9049,3695218,C++,1,6,220,1020,1,1,6,5,8,1,1
13088356,242449,1598926,59,0,0,14507,2166091,Python,1,14,262,1129,25,25,276,664,76,1,0
13095415,1122603,44136,60,0,0,378927,5487121,JavaScript,1,6,648,562611,8,8,2,22,6,1,1
10068761,859501,43617,120,0,0,2514,2094982,JavaScript,1,10,239,,,,,,,1,0
10085682,407646,3919,120,0,0,856,2569357,JavaScript,2,24,220,11154,12,12,13,19,16,1,1
10136936,4235536,1691978,120,0,1055626,0,3455097,JavaScript,2,9,58,783,0,0,4,4,17,1,1
10319800,1587979,692012,68937,69057,486908,69057,3049285,Python,2,6,414,12436,38,38,13,14,9,1,0
10339993,418209,861152,120,0,0,16302,3473015,JavaScript,1,14,1188,3608,30,30,63,291,21,1,1
10349464,4372028,1776652,120,0,0,0,3915459,JavaScript,2,6,207,32158,0,0,9,29,21,1,0
9728778,3215149,3411543,120,0,0,0,4132113,Java,3,7,5,972,0,0,0,6,13,1,0
9729310,2824165,2434643,59,0,0,112088,3643951,Ruby,1,22,578,82481,5,5,46,43,80,1,1
9734683,3423139,80730,59,0,0,4463,2099187,JavaScript,5,11,1916,8908,19,19,350,1140,51,1,1
9744383,37466,37663,120,0,0,0,2192286,Java,1,27,740,4141,0,0,9,9,57,1,0
9779867,7074,7085,60,0,0,204722,2279122,Ruby,2,58,4193,,,,,,,1,1
9811614,3461168,94597,60,0,0,1731,2098259,C#,23,111,664,815,0,0,76,115,51,1,0
9836395,211099,2380698,119,0,0,619,2111527,Python,1,7,1073,,,,,,,1,1
9871740,4055762,4055767,120,0,0,0,3378066,Java,1,34,428,,,,,,,1,1
9871740,4055762,4055771,120,0,0,0,3378066,Java,1,34,428,,,,,,,1,1
12934353,41617,7820,120,0,0,0,2552223,JavaScript,3,367,90,59,0,0,5,14,2585,1,1
12994956,2646074,2040942,120,0,0,40567,2097564,JavaScript,1,8,5721,363927,31,31,11,17,14,1,1
13018254,5923979,44803,60,0,1853215,309561,3025180,C++,1,15,27,437,16,16,41,20,13,1,0
13113537,1146,1452673,59,0,1021015,8640,3478313,JavaScript,3,14,61,344,9,9,2,11,8,1,1
9996432,97958,1750023,1053,1173,645028,1445,2403868,Python,1,8,220,212,2,2,12,63,14,1,0
10011001,242449,418299,119,0,1520659,160678,2289676,JavaScript,7,9,133,107,11,11,25,11,12,1,1
10039226,29218,2722643,59,0,0,29164,2095323,C++,1,61,42270,372286,294,294,1303,4116,304,1,1
10055353,4173290,3563161,28,91,381446,78,3338785,Java,1,10,161,1382,2,2,1,5,12,1,1
10162722,3183801,574439,120,0,0,6,3935653,Python,2,9,60,523,0,0,5,15,13,1,1
10175046,10972,3702904,120,0,0,1,2267153,Ruby,1,199,417,536,9,9,111,1718,76,1,0
10216193,4277854,465658,120,0,1190806,0,2526649,Python,1,8,121,5989,0,0,36,10,21,1,0
10313454,44200,350336,119,0,1000445,8,2169510,Ruby,3,10,145,318,10,10,30,147,17,1,1
10333893,127513,3968563,120,0,0,98310,3426834,Java,1,6,144,,,,,,,1,1
9754660,1193,207268,120,0,1381034,5511,2886020,JavaScript,3,21,116,2252,5,5,3,12,81,1,1
9781299,3423103,1326365,120,0,0,0,3144585,JavaScript,11,14,114,127,37,37,51,207,47,1,1
9860934,12882,761296,120,0,0,0,2095711,C#,6,157,1750,488016,52,52,7193,4128,511,1,0
9867072,3461168,2420003,119,0,0,8,2098260,C#,23,85,692,539,0,0,68,151,49,1,1
9871740,4055762,1958333,120,0,0,0,3378066,Java,1,34,428,,,,,,,1,0
9909324,390321,219592,119,0,0,3,3501076,Ruby,1,32,173,846,1,1,22,44,104,1,1
12865826,180154,153570,119,0,966133,153006,3086746,Python,2,11,288,1515,0,0,11,4,14,1,1
12887471,53888,1400307,59,0,0,279140,3261106,C,1,11,62,,,,,,,1,1
12939104,578728,644182,120,0,0,15945,2785770,Python,1,7,2,,,,,,,1,0
12970500,3673649,5895694,120,0,0,17,3651133,C,1,9,265,1151,5,5,4,21,25,1,1
12973532,5096440,816349,59,0,1493509,964759,2094063,Java,11,22,1633,46934,93,93,387,586,101,1,1
13062103,1146,15390,120,0,2854471,353464,5646321,Python,1,14,1596,9151,0,0,5,6,9,1,1
13098746,5970241,5970247,120,0,0,3,2128964,JavaScript,1,12,117,403,1,1,0,3,33,1,0
9983598,378832,3754783,119,0,0,480,2110067,PHP,1,22,1497,6762,6,6,35,26,65,1,0
9997017,4126380,4126385,60,0,0,0,2120676,Java,1,10,5931,236702,5,5,468,1303,174,1,1
10021214,465834,1282094,11052,11172,1012542,54465,2095380,C++,1,6,695,8692,1,1,9,10,8,1,1
10038833,2909827,247225,60,0,0,320037,2936486,JavaScript,3,80,351,4240,7,7,15,77,20,1,0
10110474,470889,309582,120,0,1572236,4127,2137324,PHP,3,20,204,325,19,19,27,120,75,1,1
10127058,3423103,202426,119,0,0,215139,2142770,JavaScript,11,14,31,20,11,11,15,11,17,1,0
10148674,1007812,2957269,120,0,0,0,4103471,C,1,157,15,4279,1,1,8,4,70,1,0
10197463,224034,1399812,120,0,0,6069,3399974,JavaScript,1,11,76,1036,2,2,40,906,49,1,1
10214591,49262,49302,120,0,0,353310,2095554,PHP,10,10,4475,30750,167,167,93,285,41,1,0
10234753,2234193,69331,119,0,1514959,6802580,2118597,C,2,55,5787,58606,0,0,7,7,38,1,0
10252958,471936,912612,60,0,0,0,2585084,JavaScript,4,52,51,162906,11,11,26,82,163,1,0
13139035,2646674,2181154,120,0,0,630903,2098919,Java,1,14,1057,198001,74,74,114,165,30,1,0
9773149,110902,2079,120,0,1938727,220,2096259,Ruby,1,28,772,32875,0,0,26,31,29,1,1
9811614,3461168,99665,60,0,0,1731,2098259,C#,23,111,664,815,0,0,76,115,51,1,1
9837502,3512595,987133,120,0,816498,0,3194680,JavaScript,1,40,93,,,,,,,1,1
9848793,1106587,7544,60,0,0,71867,2433293,PHP,1,12,21,80,0,0,1,3,30,1,0
9856617,256170,37656,120,0,0,44261,2503331,Python,2,10,3224,36692,114,114,9,12,12,1,1
9919925,76100,253126,59,0,0,20962,2311117,Java,1,127,80,519,0,0,44,5,196,1,1
12930965,4752753,932401,120,0,0,0,3884501,JavaScript,14,24,120,2247,8,8,29,23,16,1,1
12994956,2646074,21717,120,0,0,40567,2097564,JavaScript,3,8,5721,363927,31,31,11,17,14,1,1
12999361,141520,169551,59,0,0,335899,2277549,JavaScript,2,266,91,824,3,3,7,4,346,1,0
13029992,1653,59476,361333,0,0,5,3426612,JavaScript,3,219,138,,,,,,,1,0
13051279,3400809,5999572,7273,7333,27390,7328,3796454,JavaScript,1,6,94,6233,0,0,4,3,6,1,1
13052196,2968796,844443,119,0,1211330,0,2120298,Python,1,10,397,311,4,4,7,6,35,1,0
10008051,4131900,4037159,60,0,0,0,2096647,JavaScript,1,89,6796,105144,40,40,722,3672,290,1,1
10324050,571767,38378,120,0,0,191591,2797094,Python,1,6,151,151,2,2,3,7,9,1,1
10326173,4035,422255,178079,178199,240576,315197,2288974,C,1,10,1027,21085,22,22,43,223,14,1,0
13126941,1482639,2404976,60,0,0,1175,3135884,PHP,1,17,303,338,2,2,23,15,18,1,0
9749637,3985239,3985468,17108,0,0,4391612,2097280,C++,1,9,4438,81630,69,69,58,125,30,1,1
9754985,3461168,1482966,59,0,0,107175,2098262,C#,23,111,1186,2436,0,0,114,216,65,1,1
9754985,3461168,3942336,59,0,0,107175,2098262,C#,23,111,1186,2436,0,0,114,216,65,1,0
9786077,44200,169737,59,0,1309817,244550,3514518,JavaScript,5,9,100,1536,2,2,5,46,9,1,0
9817268,143278,596592,119,0,0,5241,4091777,Python,4,7,41,468,3,3,0,11,33,1,1
9844586,4036700,75048,60,0,1676690,1466861,2644385,C++,3,12,3025,,,,,,,1,1
9906396,2076,459385,59,0,854425,85831,3610439,C++,1,31,1407,88418,67,67,12,39,52,1,1
9906545,15386,240864,59,0,1923826,41,2107497,Python,1,8,28,68,1,1,2,5,14,1,1
9948538,3024064,4036254,120,0,0,11,2200869,C,1,7,71,,,,,,,1,0
9961511,3178815,784,119,0,0,833529,4064180,JavaScript,4,6,44,,,,,,,1,0
12865826,180154,180152,119,0,966133,153006,3086746,Python,2,11,288,1515,0,0,11,4,14,1,0
13116907,29218,21370,59,0,0,3,2686109,JavaScript,27,73,56,722,2,2,5,16,92,1,0
9983598,378832,4119321,119,0,0,480,2110067,PHP,1,22,1497,6762,6,6,35,26,65,1,0
10008051,4131900,4131939,60,0,0,0,2096647,JavaScript,1,89,6796,105144,40,40,722,3672,290,1,1
10194064,1040367,995,120,0,2000108,3982,2330337,JavaScript,10,16,157,1423,7,7,37,83,26,1,1
10209582,935967,938417,120,0,0,0,3194935,Python,1,7,30,708,2,2,6,2,20,1,1
10234601,2545080,2056474,120,0,0,36246,3825832,PHP,1,8,15,4585,3,3,4,9,10,1,0
10234753,2234193,646396,119,0,1514959,6802580,2118597,C,2,55,5787,58606,0,0,7,7,38,1,1
10313454,44200,351039,119,0,1000445,8,2169510,Ruby,1,10,145,318,10,10,30,147,17,1,1
10346135,90686,1758109,120,0,0,3574,2130404,Java,1,7,152,24824,35,35,162,186,85,1,1
13138003,1962,39643,119,0,0,11,5646059,Python,81,443,47,142,0,0,0,5,121,1,1
9754985,3461168,16491,59,0,0,107175,2098262,C#,23,111,1186,2436,0,0,114,216,65,1,0
9773149,110902,1694422,32835,32955,1905772,32734,2096259,Ruby,1,28,772,32875,0,0,26,31,29,1,1
9847248,548779,223876,120,0,0,0,3751913,Java,1,34,2144,338968,9,9,1319,778,81,1,1
9919925,76100,84506,59,0,0,20962,2311117,Java,1,127,80,519,0,0,44,5,196,1,0
12891998,24147,68417,120,0,0,5,3600310,JavaScript,2,58,15,364,0,0,0,4,88,1,1
12957080,1959697,3115137,59,0,0,0,2146578,Python,1,6,1137,129135,5,5,2,5,9,1,1
12996212,259510,7450,60,0,0,4,3720027,Python,1,16,7,8347,2,2,12,35,34,1,0
10039226,29218,46128,59,0,0,29164,2095323,C++,1,61,42270,372286,294,294,1303,4116,304,1,1
10075224,288514,2969813,120,0,1192131,0,2423953,Python,6,85,325,477,4,4,27,9,122,1,0
10148674,1007812,4073668,120,0,0,0,4103471,C,1,157,15,4279,1,1,8,4,70,1,1
10196044,789301,196157,119,0,967987,35,2095762,Ruby,3,26,330,27439,17,17,18,58,128,1,1
10250589,4023934,14024,119,0,0,0,2642707,Python,1,7,112,153,40,40,3,10,12,1,1
10259447,3461168,254895,60,0,0,10079,2095755,C#,23,91,716,786,0,0,119,361,74,1,0
10259447,3461168,2796966,60,0,0,10079,2095755,C#,23,91,716,786,0,0,119,361,74,1,1
10265785,72403,151042,120,0,0,737,2866362,Ruby,1,38,124,425,0,0,0,16,32,1,1
9730601,687575,734898,120,0,0,1528,3422299,Python,1,6,59,303,12,12,9,42,14,1,0
9749637,3985239,2398834,17108,0,0,4391612,2097280,C++,1,9,4438,81630,69,69,58,125,30,1,1
9750127,3260591,31856,120,0,0,257946,2211292,Java,1,7,146,1586,5,5,1,3,9,1,1
9761939,3996441,1810884,59,0,338672,0,3893158,Python,1,12,636,268423,0,0,6,15,13,1,1
9768674,3999570,3999572,162064,162184,738111,162178,2268927,PHP,1,9,294,2248,14,14,9,8,7,1,1
9835483,48770,28763,119,0,1870451,1,2636003,Python,3,183,145,285,0,0,14,81,177,1,1
9837502,3512595,911778,120,0,816498,0,3194680,JavaScript,1,40,93,,,,,,,1,1
9848793,1106587,25914,60,0,0,71867,2433293,PHP,1,12,21,80,0,0,1,3,30,1,0
9866703,791738,407447,120,0,0,0,3829331,C++,1,9,18,,,,,,,1,1
9882236,780449,339567,119,0,0,2543,3375949,JavaScript,1,19,66,675,4,4,6,25,52,1,1
9884164,2234193,841268,120,0,1494633,23343403,2096520,C,2,32,8505,3017578,671,671,4148,8840,759,1,1
9952720,4885,4950,120,0,0,5,3299330,Ruby,18,36,489,581,13,13,53,30,20,1,1
12999108,2156,5915352,120,0,0,1687,2095111,C++,1,24,4109,25344,535,535,2280,18750,698,1,0
13096925,4262415,2694905,120,0,0,21270,3569622,JavaScript,1,17,438,,,,,,,1,1
10008051,4131900,382096,60,0,0,0,2096647,JavaScript,1,89,6796,105144,40,40,722,3672,290,1,1
10039226,29218,21700,59,0,0,29164,2095323,C++,1,61,42270,372286,294,294,1303,4116,304,1,0
10075224,288514,1805654,120,0,1192131,0,2423953,Python,6,85,325,477,4,4,27,9,122,1,1
10136936,4235536,221167,120,0,1055626,0,3455097,JavaScript,2,9,58,783,0,0,4,4,17,1,1
10290951,3728953,553907,59,0,0,56471,2102444,Java,1,18,230,13012,0,0,7,8,23,1,1
13156604,3193645,4376456,120,0,0,201930,3438513,C,3,9,7,1794,1,1,12,11,28,1,0
9731314,469060,172103,120,0,0,165656,2837665,JavaScript,1,18,93,2323,0,0,22,7,44,1,1
9733571,275772,3978254,120,0,0,293731,2097671,JavaScript,1,24,5913,22431,24,24,1,3,30,1,0
9767953,144829,108671,120,0,3036596,1383715,2421823,Ruby,3,15,116,349,1,1,19,44,20,1,0
9790774,1386139,13799,59,0,0,8715,2781215,Ruby,3,38,56,2254,7,7,21,19,19,1,1
9841321,929167,1157930,34412,34532,2004301,34502,2221963,JavaScript,1,15,1384,4782,30,30,9,7,11,1,1
9844040,655648,106742,59,0,704336,0,2212287,PHP,1,16,276,258,4,4,12,39,25,1,1
9844586,4036700,2197479,60,0,1676690,1466861,2644385,C++,2,12,3025,,,,,,,1,0
9847248,548779,4038026,120,0,0,0,3751913,Java,1,34,2144,338968,9,9,1319,778,81,1,1
9924058,3199268,2233605,119,0,0,121174,2130407,JavaScript,1,9,4370,42242,37,37,14,43,11,1,1
9952720,4885,3927,120,0,0,5,3299330,Ruby,19,36,489,581,13,13,53,30,20,1,1
12867490,1344989,44275,119,0,0,240,2120317,Ruby,1,16,10,,,,,,,1,0
12995316,1292889,2223348,120,0,0,2,2997363,JavaScript,2,8,20,12,0,0,2,7,16,1,1
12996186,242449,1281361,60,0,0,704566,2166090,JavaScript,1,14,344,1859,32,32,484,1240,94,1,1
12999108,2156,34772,120,0,0,1687,2095111,C++,1,24,4109,25344,535,535,2280,18750,698,1,0
13001375,10896,599525,120,0,0,27679,3437732,JavaScript,2,32,739,,,,,,,1,0
13001375,10896,922535,120,0,0,27679,3437732,JavaScript,2,32,739,,,,,,,1,1
13108630,556404,193232,119,0,0,225,3833268,Ruby,1,17,16,190,1,1,2,12,30,1,0
9983598,378832,378834,119,0,0,480,2110067,PHP,1,22,1497,6762,6,6,35,26,65,1,0
10079854,4192410,725241,120,0,0,0,2151603,Python,1,6,546,195872,28,28,21,35,19,1,1
10085363,3444331,3656533,97,22,5013,17,4087333,Java,1,18,325,8981,0,0,2,5,18,1,1
10226832,477244,1796174,60,0,0,0,3670017,Java,1,60,25,243,0,0,4,10,91,1,0
10247283,1977731,101703,120,0,0,936,4062629,Python,3,10,6,155,0,0,5,14,11,1,0
10252615,1634738,4298613,59,0,0,0,3576189,Python,1,6,104,2387,0,0,0,9,8,1,1
10316273,535162,72005,60,0,0,0,2110669,C#,1,91,399,1280,10,10,11,77,166,1,0
13147706,480713,968078,120,0,0,0,3883618,JavaScript,1,15,436,2183,0,0,0,3,29,1,1
9731314,469060,410502,120,0,0,165656,2837665,JavaScript,1,18,93,2323,0,0,22,7,44,1,0
9760622,3995782,2444212,119,0,877686,0,2105154,Python,2,11,5840,26821,153,153,72,250,61,1,0
9800878,405674,3266519,120,0,0,0,2181165,PHP,2,11,72,117,3,3,15,72,17,1,1
9807014,1092564,1092566,119,0,1847877,23,2095556,C,1,22,3007,887114,2,2,10,22,25,1,0
9829938,4029479,5788265,233368,233488,331519,233488,3429105,C++,1,8,57,332226,6,6,13,28,14,1,1
9841321,929167,442255,34383,34503,2004330,34473,2221963,JavaScript,1,15,1384,4782,30,30,9,7,11,1,0
9860934,12882,733913,120,0,0,0,2095711,C#,11,157,1750,488016,52,52,7193,4128,511,1,0
9906396,2076,3870191,59,0,854425,85831,3610439,C++,1,31,1407,88418,67,67,12,39,52,1,1
9913239,370207,1268043,119,0,0,0,3930480,Python,5,598,17,,,,,,,1,1
9917487,278146,2950723,119,0,1594106,368751,3935884,C++,1,99,335,80311,0,0,3,3,186,1,0
12887471,53888,66349,59,0,0,279140,3261106,C,3,11,62,,,,,,,1,0
13086183,5963226,1211910,120,0,0,25621,2458450,JavaScript,1,7,1254,47972,29,29,20,80,28,1,1
10004870,290565,290752,59,0,0,0,2364140,JavaScript,2,60,251,1996,2,2,1,6,68,1,1
10036302,4066,237409,120,0,546872,35,3560580,Ruby,2,328,335,860,71,71,202,163,72,1,1
10039226,29218,21370,59,0,0,29164,2095323,C++,2,61,42270,372286,294,294,1303,4116,304,1,1
10064938,226531,2352709,120,0,0,171,2150459,Ruby,3,19,83,,,,,,,1,0
10070191,4187149,3959769,13338,13458,0,13458,4038772,C++,1,8,127,1739,0,0,6,5,11,1,0
10200624,43657,284109,120,0,1663289,77775,4057324,Python,1,34,36,225,1,1,2,6,51,1,1
10233540,3496524,198710,59,0,836088,8,3158363,C++,1,15,270,,,,,,,1,1
10291350,163826,6013,60,0,0,0,2380784,PHP,4,6,309,540,0,0,1,14,13,1,1
10291350,163826,26351,60,0,0,0,2380784,PHP,4,6,309,540,0,0,1,14,13,1,0
10315597,389669,158799,119,0,0,14,2871994,Ruby,2,24,36,120,7,7,10,139,28,1,0
10317100,2156,625606,120,0,1586397,193,2191890,PHP,2,10,294,,,,,,,1,1
13153910,3038327,438888,59,0,0,0,2094856,Java,2,19,6995,53079,23,23,726,5904,356,1,1
202,1653,4012,119,0,649796,20239,2896337,JavaScript,5,195,52227,999796,683,683,2331,2092,226,1,1
202,1653,10336,119,0,649796,20239,2896337,JavaScript,5,195,52227,999796,683,683,2331,2092,226,1,1
202,1653,28236,119,0,649796,20239,2896337,JavaScript,3,195,52227,999796,683,683,2331,2092,226,1,1
202,1653,126643,119,0,649796,20239,2896337,JavaScript,4,195,52227,999796,683,683,2331,2092,226,1,1
434,3797,12461,59,0,2270722,31543,2095907,JavaScript,4,14,6090,54659,182,182,1320,2993,168,1,1
473,4008,79931,120,0,3072236,644674,2106106,Python,1,7,641,35923,52,52,168,273,106,1,1
581,4394,12278,120,0,3877684,2947152,2094025,C#,21,74,48668,578165,2155,2155,3672,9752,544,1,1
613,4660,242195,60,0,839412,28547,2097076,Java,2,72,4165,,,,,,,1,0
866,5746,5793,581430,581550,302583,937057,2095725,Python,2,27,7328,445230,176,176,989,1109,111,1,1
1842,9635,352513,59,0,287161,289772,2096492,Java,1,8,4385,106861,161,161,2316,5341,375,1,0
2006,1146,3014,59,0,2373119,5720751,4349058,C++,1,7,67469,2312041,4,4,311,312,50,1,1
2015,4290,283403,59,0,1343476,208394,5179928,JavaScript,2,15,104,3939,31,31,384,559,19,1,0
2602,4394,12307,120,0,3730851,2538357,2095794,C#,35,73,53489,375970,655,655,975,2698,201,1,0
2618,12351,153056,120,0,224222,94995,4953646,Python,1,6,413,169751,2401,2401,3387,19607,423,1,0
2719,1740,2002145,934112,934172,1447317,922237,2096932,Ruby,1,17,2634,12164,23,23,2107,11672,222,1,0
2831,13505,13596,65725,65785,0,1051,2095327,JavaScript,1,14,24162,452439,1212,1212,2800,8418,456,1,1
2860,9565,13886,75020,75140,415783,774721,2868604,Python,11,8,820,24842,5,5,6,37,7,1,1
2980,4139,46375,2013605,2013665,13064,1501620,2127809,Ruby,1,14,167,388,14,14,128,2342,34,1,1
3407,15480,15514,120,0,624951,139,2098795,C++,1,52,12376,242129,472,472,273,486,49,1,1
3479,142,46251,120,0,2661045,1073902,2104535,Ruby,4,35,1532,99492,0,0,1438,1916,331,1,0
3644,14224,11033,505813,505873,309341,1379879,2407103,JavaScript,2,12,9579,27463,66,66,5330,11031,668,1,1
3816,17083,73728,52332,52451,0,2089846,2121578,Python,3,7,3537,16002,1157,1157,2334,6464,288,1,1
4604,21335,1745056,120,0,0,337626,3208039,JavaScript,1,20,2807,32358,196,196,89,346,33,1,1
4751,22094,2569348,120,0,224111,997149,2097508,Java,2,166,21704,155764,202,202,564,323,135,1,0
5016,8137,8153,60,0,0,3007165,2151707,Ruby,10,28,509,1109,6,6,347,1160,49,1,1
5118,23280,23295,119,0,168355,162558,2442844,PHP,2,13,13995,,,,,,,1,1
6163,26718,266542,120,0,720286,24267,2105095,C++,1,43,4158,401242,164,164,323,889,150,1,0
6584,4066,789013,120,0,3738496,917429,2097400,Ruby,5,273,1582,5429,266,266,1242,9405,602,1,0
7845,1954,1912,1266473,990,440857,1101644,2120292,JavaScript,4,6,1108,4291,166,166,1308,15954,225,1,0
8991,35144,259053,120,0,1222489,448538,2881057,JavaScript,2,45,2259,3914,22,22,73,397,43,1,1
8991,35144,451003,953828,953948,268540,505410,2881057,JavaScript,2,45,2259,3914,22,22,73,397,43,1,0
10641,39452,35152,120,0,2771775,132270,2095142,C#,27,29,4634,34980,629,629,635,2885,179,1,1
11000,1653,5009,120,0,0,3304,3160516,JavaScript,4,188,831,12947,0,0,38,38,83,1,1
11052,41406,24321,60,0,0,2,4958275,JavaScript,2,12,2546,24993,156,156,139,1070,35,1,1
11326,891,42064,297914,297974,141126,291786,3693900,Java,1,70,691,3342,4,4,7,12,99,1,1
11575,42858,990876,50564,50684,1307261,50564,2519252,PHP,1,16,830,159171,7,7,91,160,34,1,0
11694,6492,43438,120,0,72709,120,2666162,C++,3,8,297,126925,19,19,293,170,64,1,0
13233,49082,828802,140749,207220,161583,140743,4380030,JavaScript,1,46,770,167721,11,11,47,61,21,1,0
13312,49262,49301,120,0,0,180767,2121480,PHP,10,10,1737,62390,132,132,177,379,62,1,0
13546,49804,163979,160296,160416,1010728,157509,2101807,Java,1,28,3536,165200,61,61,79,64,29,1,1
17473,5954,55098,120,0,591968,1155855,2094377,JavaScript,4,234,6921,128755,761,761,166,174,189,1,1
17473,5954,73589,120,0,591968,1155855,2094377,JavaScript,2,234,6921,128755,761,761,166,174,189,1,1
17473,5954,77350,120,0,591968,1155855,2094377,JavaScript,4,234,6921,128755,761,761,166,174,189,1,0
18170,61839,48584,120,0,0,120,2124402,Ruby,1,21,3618,59788,96,96,189,1526,66,1,1
18742,63161,8459,119,0,0,214998,3797580,Ruby,1,10,381,61455,87,87,200,1817,90,1,0
19849,65690,65744,120,0,143053,12025,3075013,Java,1,12,470,,,,,,,1,1
20096,12139,12231,60,0,0,510044,2094151,PHP,5,9,13768,80895,530,530,7004,13919,1130,1,1
20429,10963,13291,1569581,1569701,2169630,1116210,2118318,Ruby,17,110,1554,3509,50,50,2389,9064,188,1,0
20683,6590,28183,119,0,0,19595,3784681,JavaScript,15,20,205,1049,39,39,57,355,20,1,0
20868,67932,18108,119,0,1264690,530808,2432641,JavaScript,1,39,1094,237755,0,0,301,824,104,1,1
